,issue_id,type,status,resolution,component,priority,reporter,created,assigned,assignee,resolved,created.1,assigned.1,summary,description,affected_version,fixed_version,votes,watches,description_words,assingnee_count,comment_count,commenter,Surprising,Dormant,Blocker,Security,Performance,Breakage,commit_count,file_count,files
341,2270,Improvement,Resolved,Fixed,ambari-agent; ambari-server   ,Critical,Dmytro Sen,2013/06/04 13:09:31 +0100,2013/06/04 13:09:31 +0100,Dmytro Sen,2013/06/07 19:38:27 +0100,3.270092593,3.270092593,Provide way to optionally enable two-way SSL for Server-Agent communication   ,The two-way SSL mechanism used during server-agent registration exists to protect communication. This is useful in production environments but in typical 'first use' or POC scenarios  having this level of security is not necessary. As well  certificate generation can be problematic causing failures.We need to provide a way to make this mechanism optional:1) By default  ship with Server-Agent Two-Way SSL off.2) At any time post install  a user should be able to turn on Two-Way SSL and turn it back off  etc.   ,1.2.3,1.2.5,0,2,82,1,5,2,0,0,0,1,0,0,0,0,
346,2337,Bug,Resolved,Fixed,ambari-web   ,Major,Jaimin D Jetly,2013/06/10 01:32:42 +0100,2013/06/10 01:32:42 +0100,Jaimin D Jetly,2013/06/10 03:35:12 +0100,0.08506944400000001,0.08506944400000001,Security Wizard: navigation not locked down  causes artifacts  and other unwanted side effects   ,   ,1.2.5,1.2.5,0,2,1,1,2,1,1,0,0,1,0,0,0,0,
348,2349,Bug,Resolved,Fixed,ambari-server   ,Major,Oleksandr Diachenko,2013/06/10 20:51:37 +0100,2013/06/10 20:51:37 +0100,Oleksandr Diachenko,2013/06/13 01:02:16 +0100,2.1740625,2.1740625,Enhance processing of ojdbc.jar before starting ambari server   ,Enhancements: Read RESOURCE_DIR from the ambari.properties Ask user twice to place drivers to /usr/share/java   ,1.2.4,1.2.4,0,4,14,1,6,3,1,0,0,0,0,0,0,0,
351,2371,Bug,Resolved,Fixed,ambari-web   ,Major,Jaimin D Jetly,2013/06/13 01:14:30 +0100,2013/06/13 01:14:30 +0100,Jaimin D Jetly,2013/06/13 01:48:34 +0100,0.023657407000000002,0.023657407000000002,Security Wizard: webhcat Server start fails on enabling security   ,This happens when templeton.kerberos.principal property is set to HTTP/_HOST@&lt;realm name&gt; instead of HTTP/&lt;internal host name&gt;@&lt;realm name&gt;   ,1.2.5,1.2.5,0,2,16,1,2,2,1,0,0,1,0,0,1,2,ambari-web/app/controllers/main/admin/security/add/step3.js;ambari-web/app/controllers/main/admin/security/disable.js;
353,2375,Improvement,Resolved,Fixed,ambari-web   ,Major,Andrii Tkach,2013/06/13 11:08:43 +0100,2013/06/13 11:08:43 +0100,Andrii Tkach,2013/06/14 18:52:42 +0100,1.322210648,1.322210648,Unit Tests: Added tests to models   ,Added unit tests to models: Rack  Host  HostComponent.   ,1.2.5,1.2.5,0,3,8,1,5,3,1,0,0,0,0,0,0,0,
355,2383,Bug,Resolved,Fixed,ambari-server   ,Major,Siddharth Wagle,2013/06/14 01:27:41 +0100,2013/06/14 01:27:41 +0100,Siddharth Wagle,2013/06/15 01:28:43 +0100,1.000717593,1.000717593,Add unit tests for ambari-server python changes   ,AMBARI-2174 - Add missing unit tests for the code changes   ,1.2.5,1.2.5,0,2,21,1,1,1,1,0,0,0,0,0,1,1,ambari-web/app/utils/host_progress_popup.js;
358,2402,Improvement,Resolved,Fixed,ambari-web   ,Major,Xi Wang,2013/06/17 19:38:30 +0100,2013/06/17 19:38:30 +0100,Xi Wang,2013/06/17 19:55:46 +0100,0.011990741000000001,0.011990741000000001,Add support for 'classic' dashboard   ,   ,1.2.5,1.2.5,0,2,1,1,1,1,1,0,0,0,0,0,0,0,
359,2403,Bug,Resolved,Fixed,ambari-server   ,Major,Dmitry Lysnichenko,2013/06/17 19:58:12 +0100,2013/06/17 19:58:12 +0100,Dmitry Lysnichenko,2013/06/18 06:49:20 +0100,0.452175926,0.452175926,ambari-server setup should allow user to change database password   ,If we run setup second time. Amabri should allow user to change the DB password for the ambari-user.Currently  the executed script should allow for this.command: &#91;&#39;su&#39;  &#39;-&#39;  &#39;postgres&#39;  &#39;--command=psql -f /var/lib/ambari-server/resources/Ambari-DDL-Postgres-CREATE.sql -v username=/&#39;&quot;ambari-server&quot;/&#39; -v password=&quot;/&#39;/&#39;&quot;&#39;&#93;   ,1.2.5,1.2.5,0,3,36,1,2,2,0,0,0,1,0,0,0,0,
366,2443,Bug,Resolved,Fixed,ambari-agent; ambari-web   ,Major,Jaimin D Jetly,2013/06/20 09:50:23 +0100,2013/06/20 09:50:23 +0100,Jaimin D Jetly,2013/06/21 19:00:13 +0100,1.3818287040000001,1.3818287040000001,Security wizard: smoke test for services fails with customized service user names.   ,   ,1.2.5,1.2.5,0,2,1,1,2,2,1,0,0,1,0,0,0,0,
372,2475,Bug,Resolved,Fixed,   ,Major,Ximo Guanter,2013/06/24 10:09:58 +0100,2014/02/24 20:51:01 +0100,Ximo Guanter,2014/03/03 02:24:42 +0100,251.67689810000002,6.231724537000001,Ambari bootstrap actions report success even if a failure happened   ,Sometimes  bootstrap actions reports success even if it has failed host tasks:&lt;bootStrapRequest&gt; &lt;status&gt;SUCCESS&lt;/status&gt; &lt;hostsStatus&gt; &lt;hostName&gt;andromeda54.hi.inet&lt;/hostName&gt; &lt;status&gt;FAILED&lt;/status&gt; &lt;statusCode&gt;1&lt;/statusCode&gt; &lt;log&gt; [...] &lt;/log&gt; &lt;/hostsStatus&gt; &lt;hostsStatus&gt; &lt;hostName&gt;andromeda55.hi.inet&lt;/hostName&gt; &lt;status&gt;FAILED&lt;/status&gt; &lt;statusCode&gt;1&lt;/statusCode&gt; &lt;log&gt; [...] &lt;/log&gt; &lt;/hostsStatus&gt; &lt;log&gt; [...] &lt;/log&gt;&lt;/bootStrapRequest&gt;   ,1.3.0,1.5.0,0,2,65,1,4,2,1,0,0,0,0,0,0,0,
379,2515,Bug,Resolved,Fixed,ambari-web   ,Major,Jaimin D Jetly,2013/06/27 19:52:04 +0100,2013/06/27 19:52:04 +0100,Jaimin D Jetly,2013/06/27 20:11:36 +0100,0.013564815,0.013564815,Cannot add property mapred.task.tracker.task-controller   ,   ,1.2.5,1.2.5,0,2,1,1,2,2,0,0,0,1,0,0,0,0,
384,2532,Bug,Resolved,Fixed,ambari-agent   ,Major,Siddharth Wagle,2013/07/02 00:00:50 +0100,2013/07/02 00:00:50 +0100,Siddharth Wagle,2013/07/02 00:07:51 +0100,0.004872685,0.004872685,Incorrect permission on taskcontroller.cfg   ,/etc/conf/hadoop/taskcontroller.cfgIn secure mode permissions are set to '400'.   ,1.2.5,1.2.5,0,2,8,1,2,2,0,0,0,1,0,0,0,0,
387,2545,Bug,Resolved,Fixed,ambari-agent   ,Critical,Dmitry Lysnichenko,2013/07/02 20:56:50 +0100,2013/07/02 20:56:50 +0100,Dmitry Lysnichenko,2013/07/02 22:00:16 +0100,0.044050926,0.044050926,Regression: Agent external hostname is not verified during bootstrap with no warnings   ,When confirming hosts using external addresses bootstrapping should be failed immediately and a warning should be logged. Right now this functionality is broken  neither warning in log nor failing immediately present   ,1.2.5,1.2.5,0,3,31,1,2,2,0,0,0,0,0,0,0,0,
391,2568,Bug,Resolved,Fixed,ambari-agent   ,Critical,Dmitry Lysnichenko,2013/07/04 19:46:27 +0100,2013/07/04 19:46:27 +0100,Dmitry Lysnichenko,2013/07/04 21:37:59 +0100,0.077453704,0.077453704,Setup LDAP does not validate true/false response   ,Garbage responses to true/false questions just pass thru. Notice below  just put in garbage for Use SSL and that's what it would have written.Need validation to confirm they enter either 1) return to accept default or 2) the word true or 3) the word false. Else  inform the user'Property must be 'true' or 'false'.' and ask again.Secondary URL :Use SS &#91;true/false&#93; (false): asdUser name attribute* (uid):Base DN* :Property cannot be blank.Base DN* : asdBind anonymously* true/false (false):Manager DN* :asdEnter Manager Password*:Re-enter password:Passwords do not matchEnter Manager Password*:Re-enter password:====================Review Settings====================authentication.ldap.primaryUrl: my.url:849authentication.ldap.useSSL: asdauthentication.ldap.usernameAttribute: uid   ,1.2.5,1.2.5,0,3,93,1,2,2,0,0,0,1,0,0,0,0,
401,2613,Bug,Resolved,Fixed,ambari-web   ,Major,Aleksandr Kovalenko,2013/07/10 12:12:45 +0100,2013/07/10 12:12:45 +0100,Aleksandr Kovalenko,2013/07/11 19:31:40 +0100,1.304803241,1.304803241,Host Checks: truncation on checked processes makes it difficult to know the actual processes in conflict   ,Processes are truncated too short and can't really tell what's in conflict. Since there is a lot of space on the right (in fact  the hostname column is too far to the left compared to other sections)  we should display more characters (with hover tooltip showing full text).   ,1.2.5,1.2.5,0,3,48,1,5,3,0,0,0,0,0,0,0,0,
404,2631,Bug,Resolved,Fixed,ambari-server   ,Major,Oleksandr Diachenko,2013/07/11 20:30:58 +0100,2013/07/12 05:23:45 +0100,Sumit Mohanty,2013/07/12 05:29:14 +0100,0.37379629600000003,0.00380787,Host cleanup left two packages(ambari-log4j  libconfuse)   ,   ,1.2.5,1.2.5,0,4,1,1,4,3,1,0,0,0,0,0,0,0,
405,2632,Bug,Resolved,Fixed,   ,Critical,Xi Wang,2013/07/11 22:29:13 +0100,2013/07/11 22:29:13 +0100,Xi Wang,2013/07/11 23:05:30 +0100,0.025196759,0.025196759,Dashboard Widgets: 'hover to show details' experience is jarring   ,   ,1.2.5,1.2.5,0,2,1,1,3,1,1,0,0,0,0,0,0,0,
406,2633,Bug,Resolved,Fixed,   ,Major,Sumit Mohanty,2013/07/12 00:11:14 +0100,2013/07/12 00:11:14 +0100,Sumit Mohanty,2013/07/12 00:30:09 +0100,0.013136574,0.013136574,Reset the latest stack version for 1.2.5   ,Reset the latest stack version for 1.2.5   ,1.2.5,1.2.5,0,2,7,1,2,2,1,0,0,0,0,0,0,0,
408,2636,Bug,Resolved,Fixed,   ,Major,Xi Wang,2013/07/12 01:48:21 +0100,2013/07/12 01:48:21 +0100,Xi Wang,2013/07/17 22:50:04 +0100,5.87619213,5.87619213,Dashboard Metrics legend size increased unexpectedly on mouseover from line space   ,This happened in a very specific situation.1. Put mouse on the line space around a metric widget.2. hover on the widget with mouse down.Result:The legend show up as a strange bigger size.   ,1.2.5,1.2.5,0,2,32,1,3,2,0,0,0,0,0,0,0,0,
411,2642,Improvement,Resolved,Fixed,ambari-web   ,Major,Oleg Nechiporenko,2013/07/12 16:51:21 +0100,2013/07/12 16:51:21 +0100,Oleg Nechiporenko,2013/07/23 21:57:56 +0100,11.21290509,11.21290509,Update Ember-I18n   ,   ,1.4.0,1.4.0,0,3,1,1,3,3,1,0,0,0,0,0,0,0,
414,2646,Improvement,Resolved,Fixed,ambari-web   ,Major,Jeff Sposetti,2013/07/13 05:15:10 +0100,2013/07/13 05:15:10 +0100,Jeff Sposetti,2013/07/17 22:38:37 +0100,4.724618056000001,4.724618056000001,Improve styles for HostCleanup code area   ,   ,1.2.5,1.2.5,0,3,1,1,3,2,0,0,0,0,0,0,0,0,
415,2653,Bug,Resolved,Fixed,ambari-agent; ambari-server   ,Major,Dmytro Shkvyra,2013/07/16 13:28:36 +0100,2013/07/17 12:34:26 +0100,Dmytro Shkvyra,2013/07/17 17:53:52 +0100,1.184212963,0.221828704,Add umask checks for host checks - we should alert if umask is not 022.   ,Add umask checks for host checks - we should alert if umask is not 022.   ,1.2.5,1.2.5,0,4,15,1,2,2,1,0,0,0,0,0,0,0,
417,2660,Bug,Resolved,Fixed,ambari-web   ,Major,Srimanth Gunturi,2013/07/16 19:37:04 +0100,2013/07/16 19:37:04 +0100,Srimanth Gunturi,2013/07/16 19:55:47 +0100,0.012997685,0.012997685,Host checks say pass when all hosts failed to register   ,When all hosts fail to register  there are no warnings  and hence we show OK for host checks.   ,1.2.5,1.2.5,0,2,18,1,2,2,1,0,0,0,0,0,0,0,
425,2697,Bug,Resolved,Fixed,ambari-web   ,Major,Jaimin D Jetly,2013/07/20 01:56:29 +0100,2013/07/20 01:56:29 +0100,Jaimin D Jetly,2013/07/20 02:23:57 +0100,0.019074074,0.019074074,Disable security not working in web-ui testMode.   ,   ,1.2.5,1.2.5,0,2,1,1,2,2,0,0,0,1,0,0,1,1,ambari-web/app/controllers/main/admin/security/disable.js;
426,2698,Bug,Resolved,Fixed,ambari-web   ,Major,Aleksandr Kovalenko,2013/07/22 15:49:49 +0100,2013/07/22 15:49:49 +0100,Aleksandr Kovalenko,2013/07/23 20:35:51 +0100,1.198634259,1.198634259,Host specific progress bar for a task has some inconsistencies   ,See the attached images. The third image added is a summary of what was going on.   ,1.2.5,1.4.0,0,3,16,1,3,2,1,0,0,0,0,0,0,0,
428,2707,Bug,Resolved,Fixed,ambari-web   ,Major,Oleg Nechiporenko,2013/07/23 16:50:13 +0100,2013/07/23 16:50:13 +0100,Oleg Nechiporenko,2013/07/23 22:01:21 +0100,0.216064815,0.216064815,Fix JS Unit tests after merge 1.4.0 to trunk   ,   ,1.4.0,1.4.0,0,4,1,1,6,4,1,0,0,0,0,0,0,0,
442,2769,Improvement,Resolved,Fixed,ambari-web   ,Major,Andrii Babiichuk,2013/07/30 16:55:33 +0100,2013/07/30 16:55:33 +0100,Andrii Babiichuk,2013/07/30 22:57:24 +0100,0.251284722,0.251284722,FE should show the error-details when it encounters error while persisting web client state   ,Error which occurred while requesting cluster status is not informative.Change url in request for cluster state  go to admin page and try to enable security.   ,1.2.5,1.4.0,0,3,25,1,3,3,1,0,0,1,0,0,0,0,
449,2829,Improvement,Resolved,Fixed,ambari-web   ,Major,Oleg Nechiporenko,2013/08/07 13:44:53 +0100,2013/08/07 16:46:23 +0100,Oleg Nechiporenko,2013/08/08 19:27:29 +0100,1.2379166670000001,1.111875,Dashboard refactor and Unit tests   ,   ,1.4.0,1.4.0,0,4,1,1,4,4,1,0,0,0,0,0,0,0,
465,2903,Bug,Resolved,Fixed,   ,Major,Mahadev konar,2013/08/15 01:27:16 +0100,2013/08/15 01:27:16 +0100,Mahadev konar,2013/08/15 01:42:14 +0100,0.010393519,0.010393519,Add HBase 96 metrics changes to jmx in a backwards compatible way.   ,Add HBase 96 metrics changes to jmx in a backwards compatible way.   ,1.4.0,1.4.0,0,2,13,1,2,2,0,0,0,0,0,0,0,0,
472,2943,Bug,Resolved,Fixed,   ,Major,Mahadev konar,2013/08/17 02:02:18 +0100,2013/08/17 02:02:18 +0100,Mahadev konar,2013/08/17 02:05:04 +0100,0.001921296,0.001921296,Oozie smoke tests fail on Ambari with NPE in Oozie Server.   ,Oozie smoke tests fail on Ambari with NPE in Oozie Server.   ,1.4.0,1.4.0,0,2,11,1,3,2,0,0,0,0,0,0,0,0,
476,2973,Bug,Resolved,Fixed,ambari-agent; ambari-server   ,Major,Vladimir Tkhir,2013/08/21 11:46:56 +0100,2013/08/21 16:41:37 +0100,Vladimir Tkhir,2013/08/22 06:49:25 +0100,0.7933912040000001,0.58875,Ambari server and agent are not stopped during package uninstall   ,When ambari-agent and ambari-server packages are uninstalled  uninstall scriplets don't stop running services. That's why processes remain running even after package removal. That may cause issues during upgrade (if administrator misses the 'stop services' step)[root@host01 ~]$ ambari-server statusUsing python /usr/bin/python2.6Ambari-server statusAmbari Server runningFound Ambari Server PID: '7850 at: /var/run/ambari-server/ambari-server.pid[root@host01]# ambari-agent statusFound ambari-agent PID: 3521ambari-agent running.Agent PID at: /var/run/ambari-agent/ambari-agent.pidAgent out at: /var/log/ambari-agent/ambari-agent.outAgent log at: /var/log/ambari-agent/ambari-agent.log[root@host01]# rpm -e ambari-server[root@host01]# rpm -e ambari-agent[root@host01]# ps aux | grep ambari | grep -v grep | grep -v postgresroot 7850 2.1 13.2 3031480 254212 ? Sl 20:51 0:36 /usr/jdk64/jdk1.6.0_31/bin/java -server -XX:NewRatio=3 -XX:+UseConcMarkSweepGC -XX:-UseGCOverheadLimit -XX:CMSInitiatingOccupancyFraction=60 -Xms512m -Xmx2048m -cp /etc/ambari-server/conf:/usr/lib/ambari-server/*:/sbin:/bin:/usr/sbin:/usr/bin:/usr/lib/ambari-server/* org.apache.ambari.server.controller.AmbariServerroot 3521 0.7 1.1 499760 22544 ? Sl 20:53 0:12 /usr/bin/python2.6 /usr/lib/python2.6/site-packages/ambari_agent/main.py start restart --expected-hostname=host01   ,1.4.1,1.4.1,0,2,128,1,2,2,0,0,0,0,0,0,0,0,
479,3019,Bug,Resolved,Fixed,ambari-server   ,Major,Siddharth Wagle,2013/08/23 22:01:18 +0100,2013/08/23 22:01:18 +0100,Siddharth Wagle,2013/08/23 22:12:48 +0100,0.007986111,0.007986111,Ambari should always point to latest repo   ,Ambari should always point to latest repo.   ,1.4.0,1.4.0,0,2,7,1,2,2,0,0,0,0,0,0,0,0,
487,3069,Bug,Resolved,Fixed,ambari-web   ,Major,Oleg Nechiporenko,2013/09/02 15:48:16 +0100,2013/09/02 15:48:16 +0100,Oleg Nechiporenko,2013/09/03 17:56:39 +0100,1.089155093,1.089155093,Fix Unit tests   ,   ,1.4.1,1.4.1,0,2,1,1,3,2,1,0,0,0,0,0,0,0,
496,3112,Bug,Resolved,Fixed,ambari-agent   ,Major,Jaimin D Jetly,2013/09/05 18:03:04 +0100,2013/09/05 18:03:04 +0100,Jaimin D Jetly,2013/09/05 19:21:58 +0100,0.054791667,0.054791667,Security wizard: disabling security does not return to initial condition after enabling security fails.   ,Steps to reproduce:1. enable security WITHOUT pre-configuring kerberos on cluster and see failures on '3. Start Services';2. disable security.In the end DataNode fails on ALL hosts without a possibility to get started.When you try to start DataNode manually it also ends with error:err: /Stage[2]/Hdp-hadoop::Datanode/Hdp-hadoop::Service[datanode]/Hdp::Exec[su - hdfs -c 'export HADOOP_LIBEXEC_DIR=/usr/lib/hadoop/libexec &amp;&amp; /usr/lib/hadoop/sbin/hadoop-daemon.sh --config /etc/hadoop/conf start datanode']/Exec[su - hdfs -c 'export HADOOP_LIBEXEC_DIR=/usr/lib/hadoop/libexec &amp;&amp; /usr/lib/hadoop/sbin/hadoop-daemon.sh --config /etc/hadoop/conf start datanode']/returns: change from notrun to 0 failed: su - hdfs -c 'export HADOOP_LIBEXEC_DIR=/usr/lib/hadoop/libexec &amp;&amp; /usr/lib/hadoop/sbin/hadoop-daemon.sh --config /etc/hadoop/conf start datanode' returned 1 instead of one of [0] at /var/lib/ambari-agent/puppet/modules/hdp/manifests/init.pp:479   ,1.4.1,1.4.1,0,2,101,1,3,2,0,0,0,1,0,0,1,1,ambari-agent/src/main/puppet/modules/hdp-hadoop/manifests/service.pp;
