,issue_id,type,status,resolution,component,priority,reporter,created,assigned,assignee,resolved,created.1,assigned.1,summary,description,affected_version,fixed_version,votes,watches,description_words,assingnee_count,comment_count,commenter,Surprising,Dormant,Blocker,Security,Performance,Breakage,commit_count,file_count,files
159,1199,Bug,Resolved,Fixed,wicket,Critical,Gerolf Seitz,2007/12/02 22:58:50 +0100,,Unassigned,2007/12/02 23:32:56 +0100,0.023680556000000002,,false positive or wrong unit tests unit tests when ajax is involved   ,MockWebApplication#setupRequestAndResponse always sets up a non ajax requestcycle.this method is also used to setup the requestcycle for ajax related functionality (eg. BaseWicketTester#clickLink).the consequence are:a) the markup for expected ajax responses contains wicket tags and wicket attributes  although these are never rendered in ajax responses.b) some unit tests (eg. AjaxTimerBehaviorTest#testAddToAjaxUpdate  ComponentBorderTest#testHideableBorder) succeed  when the same code in non-unit-test environment doesn't work  because there is no ajax request during testing  while there is one during normal execution.   ,1.3.0-rc1,1.3.0-rc2,0,0,75,1,1,1,0,0,0,0,0.0,0,1,11,jdk-1.4/wicket/src/main/java/org/apache/wicket/protocol/http/MockWebApplication.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/util/tester/BaseWicketTester.java;jdk-1.4/wicket/src/test/java/org/apache/wicket/TestDetachPageAjaxResult.html;jdk-1.4/wicket/src/test/java/org/apache/wicket/ajax/AjaxHeaderContributionPage2_ajax_expected.html;jdk-1.4/wicket/src/test/java/org/apache/wicket/ajax/AjaxHeaderContributionPage_ajax_expected.html;jdk-1.4/wicket/src/test/java/org/apache/wicket/ajax/DomReadyOrderPage_ajax_expected.html;jdk-1.4/wicket/src/test/java/org/apache/wicket/ajax/MockComponent3-expected.html;jdk-1.4/wicket/src/test/java/org/apache/wicket/ajax/markup/html/ajaxLink/AjaxLinkWithBorderPage-1ExpectedResult.html;jdk-1.4/wicket/src/test/java/org/apache/wicket/ajax/markup/html/ajaxLink/AjaxPage2-1_ExpectedResult.html;jdk-1.4/wicket/src/test/java/org/apache/wicket/ajax/markup/html/componentMap/SimpleTestPageExpectedResult-1.html;jdk-1.4/wicket/src/test/java/org/apache/wicket/ajax/markup/html/componentMap/SimpleTestPanelTest.java;
161,1208,Improvement,Resolved,Fixed,wicket-datetime,Major,Gerolf Seitz,2007/12/06 03:17:37 +0100,,Unassigned,2007/12/15 02:15:47 +0100,8.957060185,,upgrade to YUI 2.4.0   ,YUI should be updated to version 2.4.0along with this release  there have been significant changes to YUI Calendar (CalendarNavigator) and YUI Loader.CalendarNavigator will replace the current customized  self-maintained month/year selection.   ,1.3.0-rc1,1.3.0-final,0,0,30,1,1,1,0,0,0,0,0.0,0,3,22,jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/YuiLib.java;jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DatePicker.java;jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DatePicker.js;jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/assets/callt.gif;jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/assets/calrt.gif;jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/assets/calx.gif;jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/assets/skins/sam/calendar.css;jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/assets/wicket-calendar.css;jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/calendar.js;jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/wicket-date.js;jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/dom/dom.js;jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/event/event.js;jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/yahoo/yahoo.js;jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/yuiloader-beta.js;jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/YuiLib.java;jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DatePicker.java;jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DatePicker.js;jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/calendar-min.js;jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/yahoo-dom-event/yahoo-dom-event.js;jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/yuiloader-beta-min.js;jdk-1.4/wicket-datetime/src/test/java/org/apache/wicket/util/license/ApacheLicenceHeaderTest.java;jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DatePicker.java;
162,1215,Improvement,Resolved,Fixed,wicket,Major,Martijn Dashorst,2007/12/09 22:59:41 +0100,2010/10/24 16:03:28 +0100,Martin Grigorov,2010/10/24 16:07:14 +0100,1049.7135759999999,0.002615741,WicketTester recreates session after setting attributes on it   ,The following test for internationalization doesn't work  as rendering the page will create a new session. WicketTester tester = new WicketTester(); tester.getWicketSession().setLocale(Locale.FRENCH); tester.startPage(HelloWorld.class); tester.assertLabel('message'  'Bonjour tout le monde!');But setting up the response and request first works around recreating the session WicketTester tester = new WicketTester(); tester.setupRequestAndResponse(); tester.getWicketSession().setLocale(Locale.FRENCH); tester.startPage(HelloWorld.class); tester.assertLabel('message'  'Bonjour tout le monde!');   ,1.4-M1,1.5-M3,1,1,53,1,5,4,0,0,0,0,0.0,0,1,1,wicket/src/test/java/org/apache/wicket/util/tester/WicketTesterSessionCreationTest.java;
164,1230,Bug,Closed,Fixed,wicket,Critical,Yaroslav Malyshev,2007/12/15 22:16:22 +0100,2007/12/16 18:47:23 +0100,Johan Compagner,2007/12/16 18:47:23 +0100,0.854872685,0.0,Temporary files not deleting when multipart upload fails with IO error   ,I just want to delete temporary files when upload fails (user cancelled or IO error occured)  this is really important when uploading files about 500Mb  and this bug makes security hole (anyone can eating my server's disk space by posting incomplete large files).I can't find simple workaround  and I think that fix by developers will more easy.For example you can handle IO error in class org.apache.wicket.util.upload.FileUploadBase  method parseRequest  when IO error occured  just delete all created temporary files  and only after deleting files throw your FileUploadException.I hope you will fix it soon.Thanks.   ,1.3.0-rc1,1.3.0-final,0,0,92,1,4,3,0,0,0,1,0.0,0,1,1,jdk-1.4/wicket/src/main/java/org/apache/wicket/util/upload/FileUploadBase.java;
168,1271,Bug,Resolved,Fixed,wicket,Major,Dipu C Seminlal,2008/01/09 12:23:58 +0100,2008/01/14 22:18:17 +0100,Igor Vaynberg,2008/01/14 22:18:17 +0100,5.4127199070000005,0.0,Script in RenderHead method of AjaxFormChoiceComponentUpdatingBehavior needs fixing   ,The script in the renderHead method of AjaxFormChoiceComponentUpdatingBehavior assumes that the Radio Component will be the immediate child of the RadioGroup Component  But in some or in most of the cases that is not correct.That is not the case even in the Wicket Examples  in examples the hierarchy is RadioGroup/ListView/Radio.I have maodied the rendered script to work for RadioGroup/ListView/Radio hierarchy. And the Patch is attached.RegardsDipu   ,1.3.0-final,1.3.1,0,0,65,1,2,2,0,0,0,0,0.0,0,1,1,jdk-1.4/wicket/src/main/java/org/apache/wicket/ajax/form/AjaxFormChoiceComponentUpdatingBehavior.java;
169,1283,Improvement,Resolved,Fixed,,Minor,Matej Knopp,2008/01/14 20:19:06 +0100,,Unassigned,2008/01/14 20:19:27 +0100,0.00024300000000000002,,Allow to query component markup id without creating one   ,   ,1.3.0-final,1.3.1,0,0,1,0,0,0,0,0,0,0,0.0,0,1,1,jdk-1.4/wicket/src/main/java/org/apache/wicket/Component.java;
170,1284,Improvement,Resolved,Fixed,wicket,Minor,Matej Knopp,2008/01/14 20:20:17 +0100,2008/01/14 20:20:17 +0100,Matej Knopp,2008/01/14 20:20:57 +0100,0.000463,0.000463,Report last focused element id on ajax request   ,   ,1.3.0-final,1.3.1,0,0,1,1,0,0,0,0,0,0,0.0,0,1,2,jdk-1.4/wicket/src/main/java/org/apache/wicket/ajax/AjaxRequestTarget.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/ajax/wicket-ajax.js;
177,1314,Bug,Resolved,Fixed,wicket-datetime,Major,Ryan Gravener,2008/01/31 00:05:09 +0100,2008/12/23 22:01:28 +0100,Juergen Donnerstag,2008/12/23 22:01:28 +0100,327.9141088,0.0,DateTimeField does not correct the timezone properly   ,The DateTimeField has a DateTextField which uses a styledateconverter with timezone correction set to true which is not needed since the DateTimeField accounts for the TimeZone correction. Another problem is that the DateTimeField only sets the timezone of the date (from local-&gt;client)  causing the date to be corrected to the local time. This should instead cause the local time to reflect that of the clients time.   ,1.3.4; 1.4-M3,1.4-RC2,0,0,67,1,7,4,0,0,0,0,0.0,0,2,2,jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateTimeField.java;wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateTimeField.java;
196,1401,Bug,Resolved,Fixed,wicket-datetime,Major,Ned Collyer,2008/03/07 03:44:49 +0100,2008/03/08 00:58:42 +0100,Unassigned,2008/03/08 00:58:42 +0100,0.884641204,0.0,StyleDateConverter does not use the components Locale when formatting.   ,The StyleDateConverter class does not use .withLocale(getLocale()) in the getFormat() method.This means that any 'LL' formatted dates do not have the correct translations present when outputting words (eg  month).protected DateTimeFormatter getFormat() { DateTimeFormatter dtf = DateTimeFormat.forPattern(getDatePattern()).withPivotYear(2000); return dtf;}should beprotected DateTimeFormatter getFormat() { DateTimeFormatter dtf = DateTimeFormat.forPattern(getDatePattern()).withLocale(getLocale()).withPivotYear(2000); return dtf;}   ,1.3.1,1.3.2,0,1,48,2,1,1,0,0,0,0,0.0,0,1,1,jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/datetime/StyleDateConverter.java;
198,1406,Improvement,Resolved,Fixed,wicket,Trivial,Michael Sparer,2008/03/10 13:15:18 +0100,2008/03/23 01:28:15 +0100,Igor Vaynberg,2008/03/23 06:15:49 +0100,12.70869213,0.19969907399999998,CheckGroupSelector should implement ILabelProvider   ,The CheckGroupSelector component (used to check all Checks within a Checkgroup) should implement ILabelProvider (or extend LabeledWebMarkupContainer) as currently no &lt;label&gt; can be bound to a CheckGroupSelector.   ,1.3.1,1.3.3,0,0,27,1,0,0,0,0,0,0,0.0,0,1,1,jdk-1.4/wicket/src/main/java/org/apache/wicket/markup/html/form/CheckGroupSelector.java;
201,1423,Bug,Resolved,Fixed,wicket-auth-roles,Minor,Chris Davies,2008/03/14 23:58:18 +0100,2008/03/23 02:27:04 +0100,Unassigned,2008/03/23 20:27:21 +0100,8.853506944,0.750196759,AuthenticatedWebApplication uses deprecated constructor of AuthenticatedWebSession   ,In changing from 1.3.1 to 1.3.2 the AuthenticatedWebSession(AuthenticatedWebApplication  Request) method became deprecated  but AuthenticatedWebApplication#newSession still searches for this one.Simply a matter of changing lines 114-116 of AuthenticatedWebApplication.java from:return webSessionClassRef.get().getDeclaredConstructor( AuthenticatedWebApplication.class  Request.class).newInstance( AuthenticatedWebApplication.this  request);to:return webSessionClassRef.get().getDeclaredConstructor( Request.class).newInstance( request);   ,1.3.2,1.3.3,0,0,36,2,0,0,0,0,0,0,0.0,1,1,1,jdk-1.5/wicket-auth-roles/src/main/java/org/apache/wicket/authentication/AuthenticatedWebApplication.java;
202,1427,Improvement,Closed,Fixed,,Minor,Sebastiaan van Erk,2008/03/15 20:37:43 +0100,2008/03/26 23:53:09 +0100,Johan Compagner,2008/04/09 14:43:25 +0100,24.75395833,13.61824074,make setAfter/BeforeDisabledLink return 'this' for chaining   ,Is it possible to make setAfterDisabledLink on AbstractLink return 'this' so that chaining is possible. Now I have somthing similar to the following: fragment.add(new BookmarkablePageLink('season2Link'  ProgramsPage.class  new PageParameters('0=2008')) { { setAfterDisabledLink(''); setBeforeDisabledLink(''); } @Override public boolean isEnabled() { return '2008'.equals(season); } });But it would be nice if I could do: fragment.add(new BookmarkablePageLink('season2Link'  ProgramsPage.class  new PageParameters('0=2008')) { @Override public boolean isEnabled() { return '2008'.equals(season); } }.setBeforeDisabledLink('').setAfterDisabledLink(''));   ,1.3.2,1.4-M1,0,0,66,1,0,0,0,0,0,0,0.0,0,1,1,jdk-1.4/wicket/src/main/java/org/apache/wicket/markup/html/link/AbstractLink.java;
209,1445,Bug,Resolved,Fixed,wicket,Major,Niclas Hedhman,2008/03/25 07:21:10 +0100,2008/03/25 07:36:18 +0100,Igor Vaynberg,2008/03/25 07:40:13 +0100,0.013229167,0.002719907,StreamCorruptedException/PageStore/Serialization broken because ObjectOutputStream was not flushed   ,The Objects.objectToByteArray() method incorrectly forgets to flush/close the ObjectOutputStream it uses. This can create corrupt object streams.   ,1.3.1; 1.3.2,1.3.3,0,1,17,1,10,5,0,1,0,0,0.0,0,1,1,jdk-1.4/wicket/src/main/java/org/apache/wicket/util/lang/Objects.java;
210,1462,Bug,Resolved,Fixed,wicket,Major,Matej Knopp,2008/03/29 22:11:42 +0100,2008/03/29 22:11:42 +0100,Matej Knopp,2008/03/29 23:03:51 +0100,0.036215278,0.036215278,Problem with ajax form submission inside model window in IE and Safari   ,   ,1.3.2,1.3.3,0,0,1,1,0,0,0,0,0,0,0.0,0,2,2,jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/ajax/markup/html/modal/res/modal.js;jdk-1.4/wicket/src/main/java/org/apache/wicket/ajax/wicket-ajax.js;
214,1492,Improvement,Closed,Fixed,,Minor,Matej Knopp,2008/04/07 20:11:02 +0100,2008/04/07 20:11:02 +0100,Matej Knopp,2008/04/07 20:12:44 +0100,0.0011805560000000001,0.0011805560000000001,Allow form to specify prefix for formcomponent names   ,   ,1.3.3,1.3.4,0,0,1,1,0,0,0,0,0,0,0.0,0,1,2,jdk-1.4/wicket/src/main/java/org/apache/wicket/markup/html/form/Form.java;jdk-1.4/wicket/src/main/java/org/apache/wicket/markup/html/form/FormComponent.java;
217,1501,Bug,Closed,Fixed,wicket,Critical,Jan Kriesten,2008/04/09 09:09:49 +0100,2008/04/09 14:08:52 +0100,Johan Compagner,2008/04/09 14:16:49 +0100,0.21319444399999998,0.005520833,MarkupCache.putIntoCache doesn't behave correctly!!   ,'putIntoCache' checks for the locationString not to be null instead of the cacheKey!This way you always get old markup returned instead of the freshly supplied markup which shouldn't be cached at all.   ,1.3.3,1.3.4; 1.4-M1,0,0,32,1,8,2,0,0,0,0,0.0,0,1,1,jdk-1.4/wicket/src/main/java/org/apache/wicket/markup/MarkupCache.java;
222,1583,Bug,Resolved,Fixed,wicket,Major,Jonathan Locke,2008/05/02 21:34:39 +0100,2008/05/04 16:42:51 +0100,Juergen Donnerstag,2008/08/24 14:44:36 +0100,113.71524309999998,111.91788190000001,NPE in EnclosureResolver   ,if you put a single wicket:container in a wicket:enclosure  it will NPE looking for a 'child' attribute. you can work around by either changing the container to a div (in which case it will correctly default to the single child) or by adding a child='name' attribute to the enclosure to explicitly specify the single child.Caused by: java.lang.NullPointerException at org.apache.wicket.markup.resolver.EnclosureResolver.resolve(EnclosureResolver.java:59) at org.apache.wicket.MarkupContainer.renderNext(MarkupContainer.java:1324) at org.apache.wicket.MarkupContainer.renderComponentTagBody(MarkupContainer.java:1476) at org.apache.wicket.MarkupContainer.renderAssociatedMarkup(MarkupContainer.java:639) at org.apache.wicket.markup.html.panel.Panel.onComponentTagBody(Panel.java:112) at org.apache.wicket.Component.renderComponent(Component.java:2478) ... 47 common frames omitted   ,1.3.3,1.4-RC1,0,0,74,1,1,1,0,0,0,0,0.0,0,1,1,wicket/src/main/java/org/apache/wicket/markup/resolver/EnclosureResolver.java;
224,1608,Improvement,Resolved,Fixed,wicket-extensions,Minor,Gerolf Seitz,2008/05/09 23:57:55 +0100,,Unassigned,2008/05/10 14:10:15 +0100,0.591898148,,make AutoCompleteBehavior's configuration more flexible   ,add AutoCompleteSettings which encapsulates all needed configuration options  so we don't need hundreds of constructors just to have every combination of configuration options available.   ,1.3.3; 1.4-M1,1.3.4; 1.4-M2,0,0,24,1,3,2,0,1,0,0,1.0,0,2,10,wicket-extensions/src/main/java/org/apache/wicket/extensions/ajax/markup/html/autocomplete/AbstractAutoCompleteBehavior.java;wicket-extensions/src/main/java/org/apache/wicket/extensions/ajax/markup/html/autocomplete/AbstractAutoCompleteRenderer.java;wicket-extensions/src/main/java/org/apache/wicket/extensions/ajax/markup/html/autocomplete/AbstractAutoCompleteTextRenderer.java;wicket-extensions/src/main/java/org/apache/wicket/extensions/ajax/markup/html/autocomplete/AutoCompleteBehavior.java;wicket-extensions/src/main/java/org/apache/wicket/extensions/ajax/markup/html/autocomplete/AutoCompleteSettings.java;wicket-extensions/src/main/java/org/apache/wicket/extensions/ajax/markup/html/autocomplete/AutoCompleteTextField.java;wicket-extensions/src/main/java/org/apache/wicket/extensions/ajax/markup/html/autocomplete/IAutoCompleteRenderer.java;wicket-extensions/src/main/java/org/apache/wicket/extensions/ajax/markup/html/autocomplete/StringAutoCompleteRenderer.java;wicket-extensions/src/main/java/org/apache/wicket/extensions/ajax/markup/html/autocomplete/wicket-autocomplete.js;wicket-extensions/src/main/java/org/apache/wicket/extensions/ajax/markup/html/autocomplete/AutoCompleteTextField.java;
231,1669,Bug,Resolved,Fixed,wicket,Minor,Rodolfo Hansen,2008/05/29 00:21:43 +0100,2008/05/30 18:17:38 +0100,Igor Vaynberg,2008/05/30 18:17:38 +0100,1.747164352,0.0,TimeFrame.equals(Object)  does not work as expected   ,the equals() method should be implemented for the TimeFrame class   ,1.3.2; 1.3.3; 1.4-M1,1.3.4; 1.4-M3,0,0,10,1,3,2,1,1,0,0,0.0,0,1,2,wicket/src/main/java/org/apache/wicket/util/time/TimeFrame.java;wicket/src/test/java/org/apache/wicket/util/time/TimeFrameTest.java;
234,1684,Bug,Resolved,Fixed,wicket,Minor,Ned Collyer,2008/06/05 07:14:04 +0100,2008/06/12 17:57:48 +0100,Timo Rantalaiho,2008/06/12 22:33:56 +0100,7.638796296000001,0.191759259,FileUploadField should return FileUpload as its converted input   ,FileUploadField should return FileUpload as its converted input so the file can be validated.Eg @Overrideprotected void convertInput() { setConvertedInput(getFileUpload());}Apparently MultiFileUploadField handles this (I've checked  it appears to be in the convertValue method).For more context see http://www.nabble.com/Best-way-of-validating-FileUploadField-td17662018.html   ,1.4-M2,1.4-M3,0,1,38,1,2,1,1,0,0,0,1.0,0,1,2,wicket/src/main/java/org/apache/wicket/markup/html/form/upload/FileUploadField.java;wicket/src/test/java/org/apache/wicket/markup/html/form/upload/FileUploadFieldTest.java;
236,1700,Improvement,Resolved,Fixed,wicket,Trivial,Will Hoover,2008/06/12 18:16:54 +0100,2008/06/20 18:23:06 +0100,Igor Vaynberg,2008/06/20 18:23:06 +0100,8.004305556,0.0,Make functionality of ContextImage a behavior so that other types of components can utilize its functionality   ,It would be better if ContextImage was a behavior rather than an actual component. For instance  if you have an html input of type=image (or a link for that matter) you can still utilize the behavior whereas a component you cannot.   ,1.4-M2,1.4-M3,0,0,41,1,5,3,1,0,1,0,0.0,0,3,5,wicket/src/main/java/org/apache/wicket/markup/html/image/ContextPathGenerator.java;wicket/src/main/java/org/apache/wicket/markup/html/image/ContextPathGenerator.java;wicket/src/main/java/org/apache/wicket/markup/html/image/ContextImage.java;wicket/src/main/java/org/apache/wicket/markup/html/image/ContextPathGenerator.java;wicket/src/main/java/org/apache/wicket/util/string/Strings.java;
237,1705,Bug,Resolved,Fixed,wicket-guice,Major,Gili,2008/06/17 17:27:23 +0100,2008/06/20 17:58:49 +0100,Igor Vaynberg,2008/06/20 17:58:49 +0100,3.021828704,0.0,GuiceComponentInjector mishandles static fields   ,GuiceComponentInjector mistakenly wraps static fields with serializable proxies. These CGLIB proxies impose limitations (must have default constructor  may not have final methods  etc) on fields which are not strictly necessary. The new implementation allows the use of Binder.requestStaticInjection() which is more flexible.   ,1.3.3,1.3.4; 1.4-M3,0,0,42,1,2,1,1,0,0,0,0.0,0,1,1,wicket-guice/src/main/java/org/apache/wicket/guice/GuiceComponentInjector.java;
239,1709,Improvement,Resolved,Fixed,wicket-guice,Major,Geoff Reedy,2008/06/19 14:31:09 +0100,2008/06/20 17:43:43 +0100,Igor Vaynberg,2008/06/20 17:43:43 +0100,1.1337268520000001,0.0,Allow configuration of the guice Stage for GuiceWebApplicationFactory   ,I would like to be able to use a init parameter to configure what Stage guice will use simillar to the way that WebApplication get it's configuration type from the wicket.configuration parameter. The parameter name could be wicket-guice.stage to keep with the pattern used by wicket core.   ,1.3.3,1.3.4; 1.4-M3,0,0,48,1,1,1,1,0,0,0,0.0,0,1,1,wicket-guice/src/main/java/org/apache/wicket/guice/GuiceWebApplicationFactory.java;
243,1730,Bug,Resolved,Fixed,wicket-extensions,Minor,Michael Sparer,2008/07/04 14:20:03 +0100,2008/07/29 01:04:12 +0100,Igor Vaynberg,2008/07/29 01:04:12 +0100,24.44732639,0.0,RfcCompliantEmailAddressValidator accepts whitespace and tab   ,The RfcCompliantEmailAddressValidator in the org.apache.wicket.extensions.validation.validator package accepts whitespace and tab characters as it uses the regex provided on http://www.ex-parrot.com/~pdw/Mail-RFC822-Address.html which '..will only validate addresses that have had any comments stripped and replaced with whitespace'.   ,1.3.4,1.3.5; 1.4-RC1,0,0,37,1,0,0,0,0,0,0,0.0,0,1,2,wicket-extensions/src/main/java/org/apache/wicket/extensions/validation/validator/RfcCompliantEmailAddressValidator.java;wicket-extensions/src/test/java/org/apache/wicket/extensions/validation/validator/RfcCompliantEmailValidatorTest.java;
245,1754,Bug,Resolved,Fixed,wicket,Minor,Brad Fritz,2008/07/21 23:36:55 +0100,2008/09/27 06:20:10 +0100,Igor Vaynberg,2008/09/27 06:20:10 +0100,67.28003472,0.0,form action URLs in non-Wicket forms not rewritten   ,Wicket's RelativePathPrefixHandler rewrites 'href'  'src'  and 'background'URLs in non-Wicket markup but does not rewrite 'action' URLs in forms.There are workarounds but it would be cleaner if Wicket handled this caseby default.Discussion at:http://www.nabble.com/RelativePathPrefixHandler-and-form-'action'-attributes-tt18537680.htmlhttp://www.nabble.com/RelativePathPrefixHandler-and-form-'action'-attributes-tt18536692.html   ,1.3.4,1.4-RC1,0,0,38,1,1,1,1,0,0,0,0.0,0,1,1,wicket/src/main/java/org/apache/wicket/markup/parser/filter/RelativePathPrefixHandler.java;
253,1816,Bug,Closed,Fixed,wicket,Major,Gili,2008/09/02 06:44:44 +0100,2008/09/27 05:12:37 +0100,Igor Vaynberg,2008/09/27 05:12:37 +0100,24.93603009,0.0,Wicket 1.3.4 violates servlet standard  Glassfish spews warnings   ,WicketFilter.java line 194 invokes getLastModified() which invokes 'request.getParameterMap()' on line 962. Later on in that same request  WicketFilter.java line 222 invokes doGet() which invokes response.setCharacterEncoding() on line 376.This is just one case where this problem occurs but I believe others might exist. Whenever Wicket violates the standard Glassfish spews out this warning:PWC4011: Unable to set request character encoding to UTF-8 from context &lt;context-path&gt;  because request parameters have already been read  or ServletRequest.getReader() has already been called... you literally end up with tens of these warnings per request  and supposedly  the wrong behavior  Glassfish's FAQ discusses this in more detail: http://wiki.glassfish.java.net/Wiki.jsp?page=FaqWebAppUnableToSetRequestCharEncoding   ,1.3.4,1.3.5; 1.4-RC1,0,1,111,1,2,2,0,0,0,0,0.0,0,1,1,wicket/src/main/java/org/apache/wicket/protocol/http/WicketFilter.java;
259,1868,Bug,Resolved,Fixed,wicket,Major,Eelco Hillenius,2008/10/13 02:08:13 +0100,2008/10/13 02:08:13 +0100,Eelco Hillenius,2008/12/20 18:49:16 +0100,68.69517361,68.69517361,i18n package resource resolving depends too much on available locale   ,Instead of just depending on the session's locale  our i18n resolving algorithm should look at the form of the file names as well. For instance  if we get a request for /web/resources/foo.Bar/test_en_US.css  it should recognize that test is the base form  and try en and en_US on top of that  regardless of the locale that is was set in the session.   ,1.3.4; 1.4-M3,1.3.6; 1.4-RC2,0,0,61,1,19,5,0,1,0,0,0.0,0,3,12,wicket/src/main/java/org/apache/wicket/util/resource/locator/ResourceNameIterator.java;wicket/src/test/java/org/apache/wicket/markup/html/PackageResourceTest.java;wicket/src/test/java/org/apache/wicket/markup/html/packaged1_en.txt;wicket/src/test/java/org/apache/wicket/markup/html/packaged1_foo_bar.txt;wicket/src/main/java/org/apache/wicket/util/resource/locator/ResourceNameIterator.java;wicket/src/test/java/org/apache/wicket/markup/html/PackageResourceTest.java;wicket/src/test/java/org/apache/wicket/markup/html/packaged1_en.txt;wicket/src/test/java/org/apache/wicket/markup/html/packaged1_foo_bar.txt;wicket/src/main/java/org/apache/wicket/util/resource/locator/ResourceNameIterator.java;wicket/src/test/java/org/apache/wicket/markup/html/PackageResourceTest.java;wicket/src/test/java/org/apache/wicket/markup/html/packaged1_en.txt;wicket/src/test/java/org/apache/wicket/markup/html/packaged1_foo_bar.txt;
260,1871,Bug,Resolved,Fixed,wicket,Major,ywtsang,2008/10/14 03:45:13 +0100,2008/11/06 09:18:51 +0100,Igor Vaynberg,2008/11/06 09:18:51 +0100,23.23168981,0.0,org.apache.wicket.util.string.Strings#stripJSessionId StringIndexOutOfBoundsException   ,input:http://abc.com/xx/yy.html?code=a%E2%8C%A9=en&amp;amp;section=DDD&amp;amp;d=173amp;passing the about input to methodorg.apache.wicket.util.string.Strings#stripJSessionIdwill introduce StringIndexOutOfBoundsExceptionbecause '?' appears before ';'   ,1.3.4,1.3.6; 1.4-RC2,0,0,15,1,0,0,0,0,0,0,0.0,0,2,2,wicket/src/main/java/org/apache/wicket/util/string/Strings.java;wicket/src/main/java/org/apache/wicket/util/string/Strings.java;
273,1947,Bug,Resolved,Fixed,wicket,Major,Adrian Sandor,2008/11/21 06:34:52 +0100,2010/08/27 06:37:06 +0100,Igor Vaynberg,2010/08/27 06:37:06 +0100,644.0015509,0.0,rc1 generics - LabelTree   ,LabelTree.getNodeTextModel requires IModel&lt;Object&gt; and returns IModel&lt;Object&gt;. I was overriding it and returning a Model&lt;String&gt;  but I can't do that anymore. Why not just return IModel&lt;?&gt; ?   ,1.4-RC1,1.5-M2.1,0,1,26,1,0,0,1,0,0,0,0.0,0,1,3,wicket/src/main/java/org/apache/wicket/markup/html/tree/LabelIconPanel.java;wicket/src/main/java/org/apache/wicket/markup/html/tree/LabelTree.java;wicket/src/main/java/org/apache/wicket/markup/html/tree/LinkTree.java;
275,1960,Bug,Resolved,Fixed,wicket-extensions,Major,Dipu C Seminlal,2008/11/26 16:30:10 +0100,2009/05/04 18:09:08 +0100,Igor Vaynberg,2009/05/04 18:09:08 +0100,159.0687269,0.0,AutoCompleteTextField - gives a type mismatch error on IE - version wicket-1.4-rc1   ,wicket-autocomplete.jsfunction function showAutoComplete()line 291 container.style.zIndex=(!isNaN(Number(index))?Number(index)+1:index);looks like IE doesn't like big i in zIndex  IE seem to be be happy with zindex not sure if that's the correct way to resolve the issue.   ,1.4-RC1,1.3.7; 1.4-RC4,4,4,32,1,9,6,0,0,0,0,0.0,0,1,1,wicket-extensions/src/main/java/org/apache/wicket/extensions/ajax/markup/html/autocomplete/wicket-autocomplete.js;
