,issue_id,type,status,resolution,component,priority,reporter,created,assigned,assignee,resolved,created.1,assigned.1,summary,description,affected_version,fixed_version,votes,watches,description_words,assingnee_count,comment_count,commenter,Surprising,Dormant,Blocker,Security,Performance,Breakage,commit_count,file_count,files
252,1822,Improvement,Closed,Fixed,,Major,Hadrian Zbarcea,2009/07/10 15:42:15 +0100,2009/07/10 15:42:15 +0100,Hadrian Zbarcea,2009/08/01 18:39:57 +0100,22.12340278,22.12340278,Cleanup unnecessary copy related methods in Exchange   ,There are currently 4 apis related to copying exchanges that overlap for the most part  are confusing and unnecessary. The consensus is to replace: Exchange newInstance(); Exchange copy(); Exchange newCopy(boolean handoverOnCompletion); void copyFrom(Exchange source);with: Exchange copy(); Exchange copy(boolean handoverOnCompletion);newInstance() does not bring much value copyFrom() is semantically equivalent to copy()newCopy() will be just renamed to copy(boolean) See nabble thread:http://www.nabble.com/-DISCUSS--Exchange-copy-api-cleanup-td24400340.html   ,2.0-M2,2.0.0,0,0,61,1,3,1,1,0,0,0,0.0,0.0,0.0,0.0,
253,1828,Bug,Closed,Fixed,camel-jaxb,Major,Willem Jiang,2009/07/13 12:20:38 +0100,2009/07/13 12:20:38 +0100,Willem Jiang,2009/07/16 11:02:14 +0100,2.9455555560000004,2.9455555560000004,jaxb prettyPrint does not work   ,Here is the mail thread with discuss about it. http://www.nabble.com/JAXB-pretty-print-marshaling-td24449564.html   ,1.4.0; 1.5.0; 1.6.0; 2.0-M1; 1.6.1; 2.0-M2,1.6.2; 2.0-M3,0,0,13,1,2,2,1,1,0,0,0.0,0.0,1.0,2.0,components/camel-jaxb/src/main/java/org/apache/camel/converter/jaxb/JaxbDataFormat.java;components/camel-jaxb/src/test/java/org/apache/camel/example/DataFormatTest.java;
263,1871,Improvement,Closed,Fixed,camel-jms,Minor,Claus Ibsen,2009/08/03 11:42:12 +0100,2009/08/03 11:42:12 +0100,Claus Ibsen,2009/08/03 12:16:34 +0100,0.023865741,0.023865741,camel-jms - DefaultJmsKeyFormatStrategy should replace . with _DOT_ to avoid conflicting with end user using _   ,If an end user sends a JMS property asMY_KEYThen it should be preserved when Camel route it  so the receiver side using Camel as well will see it as: MY_KEY and not MY.KEY.The code should be: String answer = key.replace('.'  '_DOT_'); answer = answer.replace('_DOT_'  '.');   ,1.6.1; 2.0-M3,2.0.0,0,0,64,1,1,1,1,1,0,0,0.0,0.0,1.0,2.0,components/camel-jms/src/main/java/org/apache/camel/component/jms/DefaultJmsKeyFormatStrategy.java;components/camel-jms/src/test/java/org/apache/camel/component/jms/DefaultJmsHeaderKeyFormatStrategyTest.java;
264,1873,Bug,Closed,Fixed,camel-spring,Major,Willem Jiang,2009/08/03 13:52:36 +0100,2009/08/03 13:52:36 +0100,Willem Jiang,2009/08/03 15:17:09 +0100,0.058715277999999996,0.058715277999999996,template   consumerTemplate  service  proxy can't be set with right camel context if there are more than one camel context in the spring application context   ,Current camel support to define a producer template OUTSIDE a camel context  I think it works well just like the autowire function which is provided in Spring.If there more than two Camel context in the Spring Application context   the user should specify the camel context which the template should use.But I have a concern that even we put the template INSIDE the camel context  the template will not be set with a right version of camel context  since we use a CamelPostProcessor to inject CamelContext.So I did a quick test on the current Camel code and found there is a bug if there are more one CamelContext &#8211; CamelPostProcessor will inject the last create camel context into the CamelContextAware object. Since it is not easy to add the camelContext referece id into the template element attribute  we'd better just support to parser these elements inside the camel context.   ,1.4.0; 1.5.0; 1.6.0; 2.0-M1; 1.6.1; 2.0-M2; 2.0-M3,1.6.2; 2.0.0,0,0,149,1,4,2,1,1,0,0,0.0,0.0,2.0,13.0,components/camel-spring/src/main/java/org/apache/camel/spring/CamelBeanPostProcessor.java;components/camel-spring/src/main/java/org/apache/camel/spring/CamelConsumerTemplateFactoryBean.java;components/camel-spring/src/main/java/org/apache/camel/spring/CamelProducerTemplateFactoryBean.java;components/camel-spring/src/main/java/org/apache/camel/spring/handler/CamelNamespaceHandler.java;components/camel-spring/src/test/java/org/apache/camel/spring/CamelContextAwareTest.java;components/camel-spring/src/test/java/org/apache/camel/spring/SpringConsumerTemplateCAMEL1870Test.java;components/camel-spring/src/test/resources/org/apache/camel/spring/SpringConsumerTemplateCAMEL1870Test-context.xml;components/camel-spring/src/test/resources/org/apache/camel/spring/camelContextAwareBean.xml;components/camel-spring/src/test/resources/org/apache/camel/spring/remoting/spring-with-exporter-namespace.xml;camel-core/src/main/java/org/apache/camel/impl/DefaultConsumerTemplate.java;components/camel-spring/src/main/java/org/apache/camel/spring/handler/CamelNamespaceHandler.java;components/camel-spring/src/test/java/org/apache/camel/spring/CamelContextAwareTest.java;components/camel-spring/src/test/resources/org/apache/camel/spring/camelContextAwareBean.xml;
265,1878,Bug,Closed,Fixed,camel-core,Minor,Claus Ibsen,2009/08/05 08:37:51 +0100,2009/08/05 08:37:51 +0100,Claus Ibsen,2009/08/05 13:50:21 +0100,0.217013889,0.217013889,Bean component - invokes onMessage from javax.jms.MessageListener even though a specific method name have been provided   ,This is only an issue when your bean implements javax.jms.MessageListener and then specify a specific method to use  then Camel will still prefer to use the onMessage method.   ,1.6.1; 2.0-M3,1.6.2; 2.0.0,0,0,28,1,4,1,1,1,0,0,0.0,0.0,1.0,11.0,camel-core/src/main/java/org/apache/camel/component/bean/BeanProcessor.java;camel-core/src/test/java/org/apache/camel/component/bean/issues/BaseClass.java;camel-core/src/test/java/org/apache/camel/component/bean/issues/BeanRouteToDerivedClassTest.java;camel-core/src/test/java/org/apache/camel/component/bean/issues/DerivedClass.java;camel-core/src/test/java/org/apache/camel/component/bean/issues/MyMessage.java;camel-core/src/test/java/org/apache/camel/component/bean/issues/MyMessageListener.java;camel-core/src/test/java/org/apache/camel/component/bean/issues/MyMessageToProcessorConverter.java;tests/camel-itest/src/test/java/org/apache/camel/itest/issues/BaseClass.java;tests/camel-itest/src/test/java/org/apache/camel/itest/issues/BeanCallDerivedClassTest.java;tests/camel-itest/src/test/java/org/apache/camel/itest/issues/DerivedClass.java;tests/camel-itest/src/test/resources/org/apache/camel/itest/issues/BeanCallDerivedClassTest-context.xml;
268,1895,Improvement,Closed,Fixed,camel-core,Minor,Claus Ibsen,2009/08/09 06:33:26 +0100,2009/08/09 06:33:26 +0100,Claus Ibsen,2010/08/23 16:16:19 +0100,379.40478010000004,379.40478010000004,camel-file - Consume and pollEnrich another file should work transparent   ,See nabblehttp://www.nabble.com/Problem-with-FileConsumer-and-pollEnrich-td24795192.html   ,2.0-M3,2.5.0,0,0,5,1,4,1,1,0,0,0,0.0,0.0,5.0,22.0,camel-core/src/test/java/org/apache/camel/component/file/FileConsumePollEnrichFileUsingProcessorTest.java;camel-core/src/main/java/org/apache/camel/component/file/strategy/FileLockExclusiveReadLockStrategy.java;camel-core/src/main/java/org/apache/camel/component/file/strategy/GenericFileProcessStrategyFactory.java;camel-core/src/main/java/org/apache/camel/component/file/strategy/MarkerFileExclusiveReadLockStrategy.java;camel-core/src/test/java/org/apache/camel/component/file/FileConsumePollEnrichFileTest.java;camel-core/src/main/java/org/apache/camel/util/FileUtil.java;camel-core/src/main/java/org/apache/camel/component/file/GenericFileConsumer.java;camel-core/src/main/java/org/apache/camel/component/file/GenericFileOnCompletion.java;camel-core/src/main/java/org/apache/camel/processor/PollEnricher.java;camel-core/src/test/java/org/apache/camel/component/file/FileConsumePollEnrichFileTest.java;camel-core/src/main/java/org/apache/camel/component/file/FileConsumer.java;camel-core/src/main/java/org/apache/camel/component/file/GenericFileProcessStrategy.java;camel-core/src/main/java/org/apache/camel/component/file/strategy/GenericFileDeleteProcessStrategy.java;camel-core/src/main/java/org/apache/camel/component/file/strategy/GenericFileRenameProcessStrategy.java;camel-core/src/main/java/org/apache/camel/processor/PollEnricher.java;camel-core/src/test/java/org/apache/camel/component/file/FileConsumeMoveRelativeNameTest.java;camel-core/src/test/java/org/apache/camel/component/file/FileConsumePollEnrichFileTest.java;camel-core/src/test/java/org/apache/camel/component/file/FileConsumerAbsolutePathWithAbsoluteMoveTest.java;camel-core/src/test/java/org/apache/camel/component/file/FileConsumerAbsolutePathWithRelativeMoveTest.java;components/camel-ftp/src/main/java/org/apache/camel/component/file/remote/FtpConsumer.java;components/camel-ftp/src/main/java/org/apache/camel/component/file/remote/SftpConsumer.java;components/camel-ftp/src/test/java/org/apache/camel/component/file/remote/FtpConsumerMultipleDirectoriesTest.java;
270,1924,Bug,Closed,Fixed,camel-core,Major,Christian Schneider,2009/08/20 14:37:15 +0100,2009/08/21 15:47:59 +0100,Willem Jiang,2009/08/24 13:28:33 +0100,3.952291667,2.9031712960000005,Unit test failures on Windows in 2.0.0 release   ,3 failures in camel-core that do not seem to occur on linux and mac.Failure Details testCannotDeleteFile junit.framework.AssertionFailedError: Should have thrown an exceptionorg.apache.camel.component.file.strategy.GenericFileDeleteProcessStrategyTest:125 testCacheStreamToFileAndNotCloseStream junit.framework.AssertionFailedError: we should have no temp file expected:&lt;1&gt; but was:&lt;0&gt;org.apache.camel.converter.stream.CachedOutputStreamTest:117 testRouteIsCorrectAtRuntime junit.framework.AssertionFailedError: expected:&lt;4&gt; but was:&lt;1&gt;org.apache.camel.processor.ChoiceWithEndTest:39   ,2.0.0,2.1.0,0,0,38,1,6,2,1,0,0,0,0.0,0.0,1.0,4.0,camel-core/src/main/java/org/apache/camel/converter/stream/CachedOutputStream.java;camel-core/src/test/java/org/apache/camel/component/file/strategy/GenericFileDeleteProcessStrategyTest.java;camel-core/src/test/java/org/apache/camel/converter/stream/CachedOutputStreamTest.java;camel-core/src/test/java/org/apache/camel/processor/ChoiceWithEndTest.java;
275,1948,Bug,Closed,Fixed,camel-core,Major,Claus Ibsen,2009/08/27 08:49:06 +0100,2009/08/27 08:49:06 +0100,Claus Ibsen,2009/08/27 08:50:18 +0100,0.000833,0.000833,ServiceSupport - incorrect state after restart   ,This hampers restart of services by example the overhauled JMX in CAMEL-1933.When a service was restarted it had the following incorrect state: started = true starting = false stopped = true stopping = falseThe stopped should have been changed to false as its started.   ,2.0.0,2.1.0,0,0,52,1,2,1,1,0,0,0,0.0,1.0,1.0,2.0,camel-core/src/main/java/org/apache/camel/impl/ServiceSupport.java;camel-core/src/test/java/org/apache/camel/impl/ServiceSupportTest.java;
277,1951,Improvement,Closed,Fixed,camel-jms; jmx,Major,Ron Gavlin,2009/08/28 04:45:50 +0100,2009/08/28 07:55:27 +0100,Claus Ibsen,2009/09/02 09:32:46 +0100,5.199259259,5.0675810189999995,camel-jms consumer endpoint should allow properties such as maxConcurrentConsumers and concurrentConsumers to be managed via JMX   ,   ,2.0.0,2.1.0,0,0,1,1,2,1,1,0,0,0,0.0,0.0,1.0,3.0,camel-core/src/main/java/org/apache/camel/management/mbean/ManagedBrowsableEndpoint.java;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsEndpoint.java;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsQueueEndpoint.java;
278,1952,Improvement,Closed,Fixed,camel-core,Trivial,Claus Ibsen,2009/08/28 06:14:28 +0100,2009/08/28 06:14:28 +0100,Claus Ibsen,2009/08/28 06:16:08 +0100,0.001157407,0.001157407,Exchange - getIn and getOut with expected type parameter   ,It would be nice with a getIn(type) method so you can avoid ugly type cast and let Camel do type casting instead.CxfMessage cxf = exchange.getIn(CxfMessage.class);And the same for a getOut as well.   ,2.0.0,2.1.0,0,0,39,1,2,1,1,0,0,0,0.0,0.0,1.0,3.0,camel-core/src/main/java/org/apache/camel/Exchange.java;camel-core/src/main/java/org/apache/camel/impl/DefaultExchange.java;camel-core/src/test/java/org/apache/camel/impl/DefaultExchangeTest.java;
282,1988,Improvement,Closed,Fixed,,Critical,Guillaume Nodet,2009/09/04 11:01:13 +0100,2009/09/15 14:27:39 +0100,Guillaume Nodet,2009/09/17 16:16:39 +0100,13.21905093,2.0756944440000002,Better OSGi metadata to allow deploying multiple camel versions in the same OSGi framework   ,   ,1.6.1; 2.0.0,1.6.2; 2.1.0,0,0,1,1,3,2,1,1,0,0,0.0,0.0,1.0,23.0,camel-core/pom.xml;components/camel-amqp/pom.xml;components/camel-atom/pom.xml;components/camel-cxf/pom.xml;components/camel-flatpack/pom.xml;components/camel-freemarker/pom.xml;components/camel-http/pom.xml;components/camel-jpa/pom.xml;components/camel-mina/pom.xml;components/camel-osgi/pom.xml;components/camel-osgi/src/main/java/org/apache/camel/osgi/Activator.java;components/camel-quickfix/pom.xml;components/camel-spring-integration/pom.xml;components/camel-spring-javaconfig/pom.xml;components/camel-spring/pom.xml;components/camel-stringtemplate/pom.xml;components/camel-velocity/pom.xml;components/camel-xmlbeans/pom.xml;components/camel-xmpp/pom.xml;parent/pom.xml;platforms/karaf/features/pom.xml;platforms/karaf/features/src/main/resources/features.xml;pom.xml;
284,2016,Bug,Closed,Fixed,camel-jpa,Major,Guillaume Nodet,2009/09/15 13:12:11 +0100,2009/09/15 13:50:36 +0100,Claus Ibsen,2009/09/15 14:04:02 +0100,0.036006944,0.009328704,camel-jpa exports the org.apache.camel.processor.interceptor which leads to a split package   ,The package is already exported by camel-core  so the class in this package needs to be moved to another package.   ,2.0.0,2.1.0,0,0,20,1,3,1,1,0,0,0,0.0,0.0,1.0,6.0,camel-core/src/main/java/org/apache/camel/processor/interceptor/TraceInterceptor.java;components/camel-jpa/pom.xml;components/camel-jpa/src/main/java/org/apache/camel/processor/interceptor/JpaTraceEventMessage.java;components/camel-jpa/src/main/java/org/apache/camel/processor/interceptor/jpa/JpaTraceEventMessage.java;components/camel-jpa/src/test/java/org/apache/camel/processor/interceptor/JpaTraceEventMessageTest.java;components/camel-jpa/src/test/resources/META-INF/persistence.xml;
285,2020,Bug,Closed,Fixed,,Major,Willem Jiang,2009/09/17 10:21:34 +0100,2009/09/17 10:21:34 +0100,Willem Jiang,2009/09/17 11:32:46 +0100,0.049444444000000004,0.049444444000000004,NPE when the bundle is camel-osgi bundle is inactive   ,The stack trace. java.lang.NullPointerException atorg.apache.camel.osgi.OsgiFactoryFinder.getResource(OsgiFactoryFinder.java:85) atorg.apache.camel.osgi.OsgiFactoryFinder.findClass(OsgiFactoryFinder.java:51) atorg.apache.camel.component.file.GenericFileEndpoint.createGenericFileStrategy(GenericFileEndpoint.java:130) atorg.apache.camel.component.file.GenericFileEndpoint.getGenericFileProcessStrategy(GenericFileEndpoint.java:114) atorg.apache.camel.component.file.GenericFileConsumer.processExchange(GenericFileConsumer.java:162) atorg.apache.camel.component.file.GenericFileConsumer.processBatch(GenericFileConsumer.java:120) atorg.apache.camel.component.file.GenericFileConsumer.poll(GenericFileConsumer.java:93) atorg.apache.camel.impl.ScheduledPollConsumer.run(ScheduledPollConsumer.java:98) at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:441) atjava.util.concurrent.FutureTask$Sync.innerRunAndReset(FutureTask.java:317) at java.util.concurrent.FutureTask.runAndReset(FutureTask.java:150) atjava.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.access$101(ScheduledThreadPoolExecutor.java:98) atjava.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.runPeriodic(ScheduledThreadPoolExecutor.java:181) atjava.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:205) atjava.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886) atjava.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908) at java.lang.Thread.run(Thread.java:619)Here is the mail thread&#91;1&#93; which discusses about this issue.&#91;1&#93;http://www.nabble.com/Error-using-camel-file-with-windows-tt25475829.html#a25486384   ,1.5.0; 1.6.0; 2.0-M1; 1.6.1; 2.0-M2; 2.0-M3; 2.0.0,1.6.2; 2.1.0,0,0,44,1,2,2,1,1,0,0,0.0,0.0,1.0,1.0,components/camel-osgi/src/main/java/org/apache/camel/osgi/OsgiFactoryFinder.java;
287,2032,Bug,Closed,Fixed,camel-xmpp,Minor,Stan Lewis,2009/09/21 17:24:19 +0100,2009/09/21 18:27:33 +0100,Stan Lewis,2009/09/21 18:27:33 +0100,0.043912037,0.0,XmppMessages don't get converted to strings   ,This has been bugging me for awhile  when you have a route using XMPP you get instances of XmppMessage in your route rather than just a string containing the body of the XmppMessage. Tracked that down and took out the work arounds I had previously put in my contributed xmpp tests.   ,2.0.0,2.1.0,0,0,51,1,2,2,1,0,0,0,0.0,0.0,1.0,3.0,components/camel-xmpp/src/main/java/org/apache/camel/component/xmpp/XmppMessage.java;components/camel-xmpp/src/test/java/org/apache/camel/component/xmpp/XmppRouteChatTest.java;components/camel-xmpp/src/test/java/org/apache/camel/component/xmpp/XmppRouteMultipleProducersSingleConsumerTest.java;
295,2084,Bug,Closed,Fixed,camel-http,Minor,Claus Ibsen,2009/10/20 12:02:12 +0100,2009/10/20 12:02:12 +0100,Claus Ibsen,2009/10/20 12:07:11 +0100,0.0034606479999999998,0.0034606479999999998,http polling consumer does not support timeout   ,When using the consumer template to receive from a remote http service using camel-http the method receive(5000) that uses a 5 sec timeout does not work as expected.Camel does not use the 5000 value.   ,1.6.1; 2.0.0,2.1.0,0,0,34,1,2,1,0,1,0,0,0.0,0.0,1.0,3.0,components/camel-http/src/main/java/org/apache/camel/component/http/DefaultHttpBinding.java;components/camel-http/src/main/java/org/apache/camel/component/http/HttpPollingConsumer.java;components/camel-jetty/src/test/java/org/apache/camel/component/jetty/HttpPollingConsumerTest.java;
299,2113,Improvement,Closed,Fixed,camel-core,Minor,Claus Ibsen,2009/10/27 10:22:03 +0100,2009/10/27 10:22:03 +0100,Claus Ibsen,2009/10/27 12:10:56 +0100,0.075613426,0.075613426,@Bean - Add method to the annotation so you can configure the method name   ,Its a bit more trivial for end users to know how to set bean name and method if having two attributes.Otherwise they have to know about you can use dot to separate the ben name for the method name.   ,2.0.0,2.1.0,0,0,39,1,4,1,0,0,0,0,0.0,0.0,2.0,8.0,camel-core/src/main/java/org/apache/camel/component/bean/RegistryBean.java;camel-core/src/main/java/org/apache/camel/component/bean/BeanAnnotationExpressionFactory.java;camel-core/src/main/java/org/apache/camel/component/bean/RegistryBean.java;camel-core/src/main/java/org/apache/camel/converter/jaxp/XmlConverter.java;camel-core/src/main/java/org/apache/camel/language/Bean.java;camel-core/src/test/java/org/apache/camel/component/bean/BeanRegistryBeanTest.java;camel-core/src/test/java/org/apache/camel/converter/jaxp/XmlConverterTest.java;components/camel-spring/src/test/java/org/apache/camel/component/bean/MyBeanBindingConsumer.java;
300,2132,Bug,Closed,Fixed,camel-jms,Minor,Claus Ibsen,2009/11/04 11:12:18 +0100,2009/11/04 11:12:18 +0100,Claus Ibsen,2009/11/04 11:46:05 +0100,0.023460647999999997,0.023460647999999997,camel-jms - Sending Object message should fail if payload cannot be converted to serializable   ,If not a null message is created and send.See nabble:http://old.nabble.com/JPA%3A-Could-not-pass-Object-from-jpa-to-jms-to26160124.html   ,2.0.0,2.1.0,0,0,13,1,2,1,0,0,0,0,0.0,0.0,1.0,1.0,components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsBinding.java;
301,2133,Bug,Closed,Fixed,camel-core,Major,Willem Jiang,2009/11/04 13:23:55 +0100,2009/11/04 13:23:55 +0100,Willem Jiang,2009/11/04 13:31:42 +0100,0.005405093000000001,0.005405093000000001,The converter's MandatoryConvert method doesn't throw the exception when the value is null   ,   ,2.0-M1; 2.0-M2; 2.0-M3; 2.0.0,2.1.0,0,0,1,1,3,2,0,1,0,0,0.0,0.0,2.0,4.0,camel-core/src/main/java/org/apache/camel/builder/ExpressionBuilder.java;camel-core/src/main/java/org/apache/camel/component/bean/BeanInfo.java;camel-core/src/main/java/org/apache/camel/impl/converter/DefaultTypeConverter.java;camel-core/src/test/java/org/apache/camel/converter/ConverterTest.java;
303,2146,Bug,Closed,Fixed,camel-core,Major,Claus Ibsen,2009/11/06 15:37:10 +0100,2009/11/06 15:37:10 +0100,Claus Ibsen,2009/11/06 15:38:37 +0100,0.0010069439999999999,0.0010069439999999999,Type converter - Should respect Future ExecutionException as not failed to convert but some other error   ,   ,2.0.0,2.1.0,0,0,1,1,2,1,0,0,0,0,0.0,0.0,1.0,3.0,camel-core/src/main/java/org/apache/camel/impl/converter/DefaultTypeConverter.java;camel-core/src/main/java/org/apache/camel/impl/converter/FutureTypeConverter.java;camel-core/src/test/java/org/apache/camel/processor/ThrottlingInflightRoutePolicyTest.java;
306,2153,Bug,Closed,Fixed,camel-ftp,Major,Marco Crivellaro,2009/11/09 15:37:25 +0100,2009/11/10 06:55:38 +0100,Claus Ibsen,2009/11/10 14:32:22 +0100,0.954826389,0.317175926,FTP Component issue with tempPrefix or tempFileName   ,using FTP component to push files via FTP I am facing issues pushing a file on subfolder when using tempPrefix or tempFileName. route sample: from('direct:start').to('ftp://username@ipaddress?password=mypass&amp;fileName=./camel/test/message.txt&amp;tempFileName=${file:name.noext}.tmp');no errors are raised if the final destination file doesn't exists  if it exists following error is raised: Exception in thread 'main' org.apache.camel.CamelExecutionException: Exception occurred during execution on the exchange: Exchange&#91;Message: Message content&#93;  at org.apache.camel.util.ObjectHelper.wrapCamelExecutionException(ObjectHelper.java:1055)  at org.apache.camel.util.ExchangeHelper.extractResultBody(ExchangeHelper.java:446)  at org.apache.camel.impl.DefaultProducerTemplate.extractResultBody(DefaultProducerTemplate.java:431)  at org.apache.camel.impl.DefaultProducerTemplate.extractResultBody(DefaultProducerTemplate.java:427)  at org.apache.camel.impl.DefaultProducerTemplate.sendBody(DefaultProducerTemplate.java:112)  at org.apache.camel.impl.DefaultProducerTemplate.sendBody(DefaultProducerTemplate.java:117)  at com.opta.camel.test.FTPTester.main(FTPTester.java:30) Caused by: java.lang.NullPointerException  at org.apache.camel.component.file.remote.FtpOperations.existsFile(FtpOperations.java:372) at org.apache.camel.component.file.GenericFileProducer.processExchange(GenericFileProducer.java:92)  at org.apache.camel.component.file.remote.RemoteFileProducer.process(RemoteFileProducer.java:52)  at org.apache.camel.processor.SendProcessor$1.doInProducer(SendProcessor.java:86)  at org.apache.camel.processor.SendProcessor$1.doInProducer(SendProcessor.java:84)  at org.apache.camel.impl.ProducerCache.doInProducer(ProducerCache.java:146)  at org.apache.camel.processor.SendProcessor.process(SendProcessor.java:83)  at org.apache.camel.management.InstrumentationProcessor.process(InstrumentationProcessor.java:67)  at org.apache.camel.processor.DelegateProcessor.processNext(DelegateProcessor.java:53)  at org.apache.camel.processor.DelegateProcessor.proceed(DelegateProcessor.java:82)  at org.apache.camel.processor.interceptor.TraceInterceptor.process(TraceInterceptor.java:85)  at org.apache.camel.management.InstrumentationProcessor.process(InstrumentationProcessor.java:67)  at org.apache.camel.processor.RedeliveryErrorHandler.processExchange(RedeliveryErrorHandler.java:232)  at org.apache.camel.processor.RedeliveryErrorHandler.processErrorHandler(RedeliveryErrorHandler.java:162)  at org.apache.camel.processor.RedeliveryErrorHandler.process(RedeliveryErrorHandler.java:91)  at org.apache.camel.processor.DefaultErrorHandler.process(DefaultErrorHandler.java:49)  at org.apache.camel.processor.DefaultChannel.process(DefaultChannel.java:201)  at org.apache.camel.processor.UnitOfWorkProcessor.processNext(UnitOfWorkProcessor.java:54)  at org.apache.camel.processor.DelegateProcessor.process(DelegateProcessor.java:48)  at org.apache.camel.management.InstrumentationProcessor.process(InstrumentationProcessor.java:67)  at org.apache.camel.component.direct.DirectProducer.process(DirectProducer.java:45)  at org.apache.camel.impl.ProducerCache$1.doInProducer(ProducerCache.java:179)  at org.apache.camel.impl.ProducerCache$1.doInProducer(ProducerCache.java:161)  at org.apache.camel.impl.ProducerCache.doInProducer(ProducerCache.java:146)  at org.apache.camel.impl.ProducerCache.sendExchange(ProducerCache.java:160)  at org.apache.camel.impl.ProducerCache.send(ProducerCache.java:98)  at org.apache.camel.impl.DefaultProducerTemplate.send(DefaultProducerTemplate.java:97)  at org.apache.camel.impl.DefaultProducerTemplate.sendBody(DefaultProducerTemplate.java:110)  ... 2 more   ,2.1.0,2.1.0,0,0,169,1,5,2,0,0,0,1,0.0,0.0,2.0,3.0,components/camel-ftp/src/main/java/org/apache/camel/component/file/remote/FtpOperations.java;components/camel-ftp/src/main/java/org/apache/camel/component/file/remote/SftpOperations.java;components/camel-ftp/src/test/java/org/apache/camel/component/file/remote/ToFtpTempFileTargetFileExistTest.java;
